Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1004081,110006306274,"CARMEUSE LIME, INC.  GRAND RIVER OPERATIONS (0243030257)",GRAND RIVER,OH,44045,15 WILLIAMS STREET,LAKE COUNTY,41.75,-81.28,327410,"C,S",Minerals,270993.0,200600.8,301071.7,383897.1,336950.3,282638.8,261701.7,359503.5,295518.1,420734.9,496220.6
1004020,110008604670,CARMEUSE OHIO INC - MAPLEGROVE LIME PLANT,BETTSVILLE,OH,44815,1967 WEST COUNTY ROAD #42,SENECA COUNTY,41.22,-83.21,327410,"C,S",Minerals,541064.1,500343.7,579498.1,589401.6,536893.1,543641.8,445278.8,477800.9,461899.0,539373.6,559257.3
1005299,110041040922,CAROLINA STALITE COMPANY,GOLD HILL,NC,28071,16815 OLD BEATTYS FORD RD.,ROWAN COUNTY,35.51,-80.33,327992,C,Minerals,113705.2,129808.7,134223.6,121541.7,151444.5,145838.9,138695.8,106103.6,93662.9,82765.7,85801.7
1004036,110010267237,CARPENTER TECHNOLOGY,READING,PA,19601,101 WEST BERN ST.,BERKS COUNTY,40.36,-75.94,331110,"C,Q",Metals,150750.8,139046.8,168992.2,174375.1,159421.8,155409.0,151639.9,171245.6,161039.4,160889.9,160658.4
1012027,,CARRACAS COMPRESSOR STATION,Navajo Dam,NM,87419,,Rio Arriba,36.96,-107.27,211112,C,Petroleum and Natural Gas Systems,,,,,,,28987.1,,,,
1002848,110007012972,CARRACAS Central Delivery Point,BLANCO,NM,87412,,RIO ARRIBA,36.94,-107.35,213112,C,Petroleum and Natural Gas Systems,,,,,,,31479.7,35431.3,36920.4,37174.0,29027.9
1006036,110043972742,CARROLL COUNTY SOLID WASTE MANAGEMENT COMMISSION,CARROLL,IA,51401,19111 KITTYHAWK AVE,CARROLL COUNTY,42.08,-94.90,562212,"C,HH",Waste,41109.2,39172.9,37189.0,35264.3,33326.6,31253.3,29236.0,27391.8,25555.3,28607.9,27018.4
1002649,110071161279,CARTER VALLEY LANDFILL,CHURCH HILL,TN,37642,2825 CARTER' VALLEY ROAD,HAWKINS COUNTY,36.53,-82.72,562212,"C,HH",Waste,29534.4,29223.4,31311.6,28736.4,24898.6,25969.0,34041.8,31498.9,32500.0,44740.0,33440.6
1005696,,CARTHAGE CMP STN,CARTHAGE,TX,75633,"S. OF HWY. 79 N., 4.5 MI. E. OF LOOP",PANOLA,32.15,-94.34,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,5357.6,45239.4,,,,,,,,,
1003956,110000437616,CARUS CORP,LA SALLE,IL,61301,1500 EIGHTH STREET,LA SALLE,41.34,-89.09,325188,C,Chemicals,,,,,,,22107.9,21167.6,19732.8,23312.4,23290.1
1004017,110000488142,CASCADE PACIFIC PULP HALSEY PULP MILL,HALSEY,OR,97348,30480 AMERICAN DRIVE,LINN COUNTY,44.38,-123.16,322110,"AA,C",Pulp and Paper,53632.8,56718.8,64143.2,50729.2,58704.2,56778.5,51430.3,60020.6,66829.4,81850.9,79441.9
1005755,110040961947,CASCADE STEEL ROLLING MILLS INC,MCMINNVILLE,OR,97128,3200 NE HWY 99W,YAMHILL COUNTY,45.23,-123.16,331110,"C,Q",Metals,68457.4,84439.6,76591.5,76199.3,74692.2,67574.8,83621.8,80546.5,80810.4,73076.9,73339.1
1003602,110070326169,CASCADES TISSUE GROUP PA RANSOM PLT,RANSOM,PA,18653,1 MAIN STREET,LACKAWANNA COUNTY,41.39,-75.81,322121,C,Pulp and Paper,,25002.5,26329.1,26250.9,26064.2,25842.1,27010.3,27309.5,28327.9,28315.5,25834.8
1005225,110006530904,CASPER BALEFILL,CASPER,WY,82601,1886 N. STATION ROAD,NATRONA COUNTY,42.87,-106.28,562212,"C,HH",Waste,11877.3,14225.8,40165.9,47860.6,51114.0,70100.5,66798.5,64131.0,61813.0,59474.3,57016.8
1005990,110000437965,CATERPILLAR INC.-MAPLETON,MAPLETON,IL,61547,8826 WEST ROUTE 24,PEORIA COUNTY,40.56,-89.75,331511,"C,TT","Metals,Waste",180504.8,186637.0,195498.7,190681.3,183279.4,184592.7,187345.3,191628.2,190613.2,185517.7,190303.7
1004470,110071162122,CATERPILLAR INCORPORATED,LAFAYETTE,IN,47905,3701 South Street,TIPPECANOE COUNTY,40.42,-86.85,333618,C,Other,27968.9,31518.8,41850.2,39753.8,36399.1,34467.0,44499.2,47106.5,43265.1,42493.0,39970.1
1003466,110014015715,CAVE CREEK MSW LANDFILL,CAVE CREEK,AZ,85331,3955 E CAREFREE HWY,MARICOPA COUNTY,33.80,-111.99,562212,HH,Waste,20011.5,20415.8,20828.3,21249.0,21678.3,22116.3,26624.5,27622.5,28180.5,28749.8,32575.0
1002969,110043782555,"CC METALS & ALLOYS, LLC",CALVERT CITY,KY,42029,1542 N MAIN ST,MARSHALL COUNTY,37.06,-88.35,331110,"C,K",Metals,180619.6,119250.7,253503.7,256578.9,304994.3,255046.0,259501.2,311326.9,301820.5,399332.6,373962.9
1002414,110071161401,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,La Sal,UT,84530,7 Rankine Rd,SAN JUAN COUNTY,38.26,-109.14,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",45947.1,76262.6,59903.6,37683.4,0.0,50586.6,71388.0,75528.9,67418.9,59409.7,64400.3
1005325,110043814931,CCI Paradox Upstream - Andy Mesa Gas Plant,San Miguel County,CO,81422,,San Miguel,38.05,-108.64,211111,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,,,,,,11488.5
1008574,110055513699,CCI Paradox Upstream - Hamilton Creek Compressor Station,San Miguel County,CO,81431,,San Miguel,38.11,-108.47,211111,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,,,,,,11132.1
1006857,110033180206,CCI SIGNAL HILL LLC,WICHITA FALLS,TX,76310,4511 ALLENDALE RD,WICHITA,33.87,-98.60,221112,C,Power Plants,,,,,,,,3786.7,14827.1,19609.5,11685.1
1012109,,CCU Coal and Construction LLC,Glouster,OH,45732,14755 Township Road 295 SouthEast,,39.53,-82.06,212112,FF,Other,,33197.5,38145.0,44922.5,72407.0,124826.3,110495.0,72150.0,53025.0,,
1006260,110070000653,CEDAR RIDGE LANDFILL,LEWISBURG,TN,37091,2340 MOORESVILLE HWY,MARSHALL COUNTY,35.46,-86.84,562212,"C,HH",Waste,22000.8,22780.3,19310.0,10111.8,10743.5,9617.0,13798.5,12746.5,10107.3,11400.3,19637.3
1007838,110013996514,CEDAR RIDGE RECYCLING & DISPOSAL FACIL,EAST JORDAN,MI,49727,11633 SAUNDERS RD,CHARLEVOIX COUNTY,45.25,-85.21,562212,HH,Waste,,,,,,14178.0,14727.3,15297.5,15890.0,19788.9,31799.9
1004721,110009789318,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,KNOXVILLE,TN,37924,6212 CEMENT PLANT ROAD,KNOX COUNTY,36.02,-83.83,327310,H,Minerals,495924.8,471192.2,474360.8,486130.3,491794.3,498650.6,445165.1,506347.8,434135.5,432761.3,365188.2
1007877,110000467450,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,LYONS,CO,80540,5134 UTE HIGHWAY,BOULDER COUNTY,40.20,-105.24,327310,"C,H",Minerals,292008.8,357100.7,268643.1,310582.9,343783.4,252704.9,211681.7,362317.1,289195.4,372672.2,346965.0
1007981,110000331221,CEMEX Construction Materials Atlantic LLC,WAMPUM,PA,16157,2001 PORTLAND PARK ROAD,LAWRENCE,40.88,-80.33,327310,"C,H",Minerals,,,,,,,,,0.0,,
1002308,110070318467,CEMEX Construction Materials Pacific LLC,Apple Valley,CA,92308,25220 Black Mountain Quarry Road,SAN BERNARDINO COUNTY,34.40,-117.15,327310,"C,H",Minerals,2062274.2,2047861.0,1907920.5,1921968.6,1946586.1,2038735.2,1794175.0,1955420.8,1798356.8,1567739.3,1383545.5
1007663,110000464550,"CEMEX Construction Materials South, LLC",NEW BRAUNFELS,TX,78132,2580 WALD ROAD,COMAL COUNTY,29.68,-98.18,327310,"C,H",Minerals,1144444.1,1414249.3,1539073.0,1532420.4,1503043.5,1496729.5,1585594.4,1562871.3,1499570.8,1736428.9,1488230.4
1004758,110007417205,CEMEX MIAMI,MIAMI,FL,33182,1200 NW 137TH AVE,MIAMI-DADE COUNTY,25.79,-80.42,327310,H,Minerals,684728.0,675314.6,709545.0,766344.8,706882.0,584556.6,743266.8,700173.1,678911.5,591077.1,400491.7
1005331,110056967000,CEMEX SOUTHEAST LLC,CLINCHFIELD,GA,31013,2720 HIGHWAY 341 SOUTH,HOUSTON COUNTY,32.42,-83.63,327310,H,Minerals,361756.1,422956.1,414865.6,418747.4,427449.1,472391.4,422371.8,320735.7,339831.4,356909.2,338807.1
1008033,110000369645,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",DEMOPOLIS,AL,36732,1617 ARCOLA ROAD,MARENGO COUNTY,32.51,-87.82,327310,H,Minerals,515652.2,558467.5,510872.3,537963.4,642873.6,666172.3,617891.7,590890.5,501532.4,412130.2,429290.6
1007033,110022868413,"CEMEX de Puerto Rico, Inc.",Ponce,PR,00733,"State Road 123, kilometer 8.0",PONCE MUNICIPIO,18.02,-66.64,327310,"C,H,S",Minerals,,,,,333940.7,281006.4,428773.0,395898.6,277509.0,347652.1,361599.7
1007764,110033218426,CENTER ETHANOL CO LLC,SAUGET,IL,62201,231 MONSANTO AVE.,ST. CLAIR COUNTY,38.60,-90.18,325193,C,Other,,,31026.1,70216.7,76257.9,79971.5,85127.6,92200.7,91218.1,91118.3,91283.1
1005820,110071161796,CENTERPOINT LANDFILL,CENTERPOINT,IN,47840,,PUTNAM COUNTY,39.48,-86.99,562212,HH,Waste,22612.0,23487.8,24397.5,25342.5,26324.0,27343.5,28402.5,29502.8,27476.8,34875.0,36920.7
1006809,110021315094,CENTRAL BI-PRODUCTS - LONG PRAIRIE,LONG PRAIRIE,MN,56347,25498 US HIGHWAY 71,TODD COUNTY,46.00,-94.86,311613,"C,II","Other,Waste",38270.7,33584.1,41382.9,34634.2,32148.9,30029.1,22356.7,32859.6,45346.2,27336.0,29525.6
1003901,110000594802,CENTRAL BI-PRODUCTS - REDWOOD FALLS,REDWOOD FALLS,MN,56283,33361 COUNTY ROAD 25,REDWOOD COUNTY,44.57,-95.12,311613,"C,II","Other,Waste",30391.4,29515.3,26304.4,32883.1,29715.8,26348.9,21617.3,23259.6,20931.8,23469.8,35194.2
1001649,110067215882,CENTRAL COMPRESSOR PLANT,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.32,-148.50,211120,"C,W-PROC",Petroleum and Natural Gas Systems,3024876.5,3004082.1,2890690.6,2892315.4,2816596.3,2893673.7,2767896.7,2881196.1,2871960.6,2651381.0,2744719.2
1002295,110013864719,CENTRAL COMPRESSOR STATION,CARTHAGE,TX,75633,2 MI W OF CARTHAGE ON US HWY 79,PANOLA,32.16,-94.40,211111,C,Petroleum and Natural Gas Systems,,,,,,,37485.9,37668.4,36398.8,37271.7,36689.9
1011167,110056975162,CENTRAL Compressor Station,Kingsley,PA,18826,1974 Turnpike rd,SUSQUEHANNA,41.80,-75.83,213112,C,Petroleum and Natural Gas Systems,,,,,,,53748.4,67420.1,32669.0,,
1007673,110022726237,CENTRAL DISPOSAL SYSTEMS INC,LAKE MILLS,IA,50450,21265 430TH ST,WINNEBAGO COUNTY,43.39,-93.57,562212,"C,HH",Waste,17108.4,18805.4,21920.4,29736.8,33184.0,39432.1,50022.7,50223.4,53068.8,70973.6,61155.3
1004915,110071160728,CENTRAL ENERGY FACILITY,MOUNT PLEASANT,MI,48859,1720 S EAST CAMPUS DRIVE,ISABELLA COUNTY,43.59,-84.77,611310,C,Other,41953.7,39326.0,44857.8,41917.9,46628.6,46200.3,44037.5,47115.1,47208.4,26443.8,31421.4
1001650,110067215864,CENTRAL GAS FACILITY,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.32,-148.52,211120,"C,W-PROC",Petroleum and Natural Gas Systems,2053952.8,1979598.4,2026974.2,2057255.3,1990262.0,2021821.8,2011855.3,1736646.7,1968854.1,1960479.1,1923304.3
1006083,110030482047,"CENTRAL INDIANA ETHANOL, LLC",MARION,IN,46952,2955 W. DELPHI PIKE,GRANT COUNTY,40.56,-85.73,325193,"C,PP","Other,Suppliers of CO2",134448.6,143130.4,133071.1,128669.4,121093.3,113220.5,102410.6,83010.2,76531.7,74805.3,70990.7
1005313,110043806012,CENTRAL MAUI LANDFILL REFUSE & RECYCLING CENTER,PUUNENE,HI,96784,1 PULEHU ROAD,MAUI COUNTY,20.86,-156.42,562212,HH,Waste,61762.8,64050.0,56643.0,31847.3,27591.3,29993.3,28830.3,28700.0,20475.0,22000.0,23300.0
1003514,110071161843,CENTRAL MISSOURI LANDFILL,SEDALIA,MO,65301,21469 HIGHWAY 50 WEST,PETTIS COUNTY,38.72,-93.30,562212,HH,Waste,121855.3,120712.5,95310.8,92502.0,72150.8,48000.0,60215.0,64154.0,80692.8,110477.8,103398.5
1005349,110071161807,CENTRAL PENINSULA BALING FACILITY-SOLDOTNA LF,SOLDOTNA,AK,99669,98.5 STERLING HWY.,KENAI PENINSULA BOROUGH,59.64,-151.57,562212,"C,HH",Waste,54768.5,54221.5,53358.0,53028.6,52632.4,50910.3,55202.8,55063.9,52830.5,51725.0,51369.3
1001651,110070081803,CENTRAL POWER STATION,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.28,-148.66,211120,C,Petroleum and Natural Gas Systems,801343.4,781716.5,771315.0,734150.4,745027.1,740463.6,780970.4,758013.9,815117.4,822474.4,780508.2
1006990,110022477835,CENTRAL SANITARY LANDFILL,PIERSON,MI,49339,21545 CANNONSVILLE RD,MONTCALM COUNTY,43.33,-85.51,562212,"C,HH",Waste,43287.4,38241.3,37593.3,28334.8,32469.0,37353.1,37052.8,40032.9,38138.4,43225.7,44920.2
1005295,110060497298,CENTRAL SANITARY LANDFILL,NEWARK,MD,21841,7091 CENTRAL SITE LANE,WORCESTER COUNTY,38.22,-75.34,562212,HH,Waste,114493.5,116925.3,120366.3,122888.8,126768.3,130762.8,131476.0,139474.0,142784.0,148161.5,123126.3
1006294,110006297499,CENTRAL WASTE INC,ALLIANCE,OH,44601,12003 OYSTER RD,STARK,40.94,-81.07,562212,HH,Waste,,,,,,,133703.8,141546.3,149848.8,149115.0,116567.0
1003798,110022507143,CENTRAL WELD SANITARY LANDFILL,GREELEY,CO,80634,6037 E 77TH AVE,WELD COUNTY,40.35,-104.80,562212,HH,Waste,,,,22111.3,22558.0,23013.5,23478.5,23952.8,24436.8,34488.1,35184.8
1006853,110070320432,CENTURY ALUMINUM OF KENTUCKY,HAWESVILLE,KY,42348,1627 STATE ROUTE 3543,HANCOCK COUNTY,37.94,-86.79,331313,"C,F",Metals,782022.8,939330.0,614516.0,545030.0,307504.0,365960.3,710566.0,1128527.0,916638.9,1035243.2,1503906.5
1003880,110013996417,CEREAL CITY LANDFILL,BATTLE CREEK,MI,49017,580 HUBBARD ST,CALHOUN,42.35,-85.20,562212,HH,Waste,,,,,13877.0,14414.5,18078.5,18778.8,19506.0,28029.4,29115.0
1004341,110014004996,CERRO COLORADO LANDFILL,ALBUQUERQUE,NM,87121,18000 CERRO COLORADO SW,BERNALILLO COUNTY,35.01,-106.88,562212,"C,HH",Waste,194513.4,177266.9,198394.7,203360.4,190129.6,186813.9,203133.2,199172.3,193669.6,158233.9,26590.4
1006082,110001825231,CERTAINTEED CEILINGS CORP,L ANSE,MI,49946,200 SOUTH MAIN STREET,BARAGA COUNTY,46.76,-88.46,327993,C,Minerals,24504.2,26420.8,31749.0,30541.3,27989.1,25304.7,25416.9,26119.4,29663.6,28851.9,30069.8
1005745,110000445536,CERTAINTEED CORP.,KANSAS CITY,KS,66115,103 FUNSTON ROAD,WYANDOTTE COUNTY,39.14,-94.62,327993,"C,N",Minerals,48030.1,108207.3,104677.8,55635.1,49496.1,87738.6,71188.2,62002.4,61027.6,58510.7,83556.5
1007055,110000481942,CERTAINTEED CORPORATION,CHOWCHILLA,CA,93610,17775 AVENUE 23 1/2,MADERA COUNTY,37.09,-120.23,327993,"C,N",Minerals,60953.2,57379.5,58736.7,7542.0,6566.4,7102.0,49411.1,6430.8,49093.5,39501.5,42300.0
1005772,110070284051,CERTAINTEED GYPSUM,PROCTOR,WV,26055,9622 ENERGY RD,MARSHALL COUNTY,39.82,-80.81,327420,C,Minerals,71276.2,60766.2,67798.5,59847.1,62340.6,59711.8,53499.8,61863.6,57416.4,67139.0,66042.0
1006202,110043807495,CERTAINTEED GYPSUM & CEILING MFG INC,CARROLLTON,KY,41008,6040 US 42 E,CARROLL COUNTY,38.72,-85.09,327420,C,Minerals,68188.9,68012.9,64834.6,54374.5,55072.8,52724.5,47428.2,50166.8,48299.1,54081.2,51256.5
1007762,110006035762,CERTAINTEED GYPSUM NASHVILLE,NASHVILLE,AR,71852,794 HWY 369 N,HOWARD COUNTY,34.07,-93.90,327420,C,Minerals,47749.7,46428.9,47711.2,44889.5,58918.1,55085.4,,,,,
1006572,110001919960,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.55,-122.34,327420,C,Minerals,55215.7,49936.4,49333.0,51104.0,50452.3,47947.7,38140.8,36299.5,35461.8,35650.2,32784.0
1003902,110000467833,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,PUEBLO,CO,81004,2100 SOUTH FREEWAY,PUEBLO COUNTY,38.23,-104.61,331110,"C,Q,TT","Metals,Waste",291434.3,268013.8,305674.0,342438.0,289926.8,249971.7,302345.3,313284.2,321829.3,347443.3,318518.6
1002301,110070277638,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",DONALDSONVILLE,LA,70346,39018 HIGHWAY 3089,ASCENSION PARISH,30.09,-90.96,325311,"C,G,V",Chemicals,9052754.3,9236777.7,10005456.4,8685862.0,8730636.2,7829243.0,7985546.1,6716321.0,6921307.3,6854461.6,6438066.7
1004183,110071162506,"CF Industries Nitrogen, LLC - Yazoo City Facility",YAZOO,MS,39194,4612 HIGHWAY 49 EAST,YAZOO COUNTY,32.93,-90.41,325311,"C,G,V",Chemicals,2090197.2,2423738.1,2393123.0,2124413.0,2445427.8,2183152.2,2348322.2,2162953.7,2104834.0,2120815.4,2227131.9
1006005,110000414089,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",SERGEANT BLUFF,IA,51054,1182 260TH ST.,WOODBURY COUNTY,42.33,-96.36,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",2764238.0,2888938.6,3004988.0,3027856.1,2786006.2,1271968.8,1230731.3,1259842.7,1346242.9,1320028.1,1376566.2
1002100,110046104452,CGGSWA Regional Landfill,Hillsville,VA,24343,162 Landfill Road,CARROLL COUNTY,36.76,-80.75,562212,"C,HH",Waste,38864.7,38326.0,37692.1,37145.6,36796.2,36413.1,36126.8,35896.6,35592.2,42231.0,41811.6
1002996,110071161225,CGS Services Inc.,MORRISTOWN,IN,46161,2920 E. US 52,SHELBY COUNTY,39.68,-85.73,562212,"C,HH",Waste,204263.2,254558.9,247900.9,239308.2,231999.8,217728.8,200161.5,190726.6,181678.4,173437.5,165144.1
1002851,110021159468,CHACO COMPRESSOR STATION,BLOOMFIELD,NM,87413,,SAN JUAN,36.69,-107.98,213112,C,Petroleum and Natural Gas Systems,,,,,,,20736.1,19303.7,24651.6,24508.9,28632.6
1003509,110007057460,CHAIN OF ROCKS RECYCLING & DISPOSAL,GRANITE CITY,IL,62040,3399 WEST CHAIN OF ROCKS ROAD,MADISON COUNTY,38.75,-90.16,562212,HH,Waste,3775.8,4254.8,3937.8,3339.3,1976.5,1308.3,4048.3,5064.5,5824.3,8160.7,13925.0
1002759,110028037363,CHALK CLIFF COGEN,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,KERN COUNTY,35.45,-119.09,221112,C,Power Plants,8694.6,6404.0,5026.1,7731.0,10422.3,1729.5,30010.7,73619.0,71082.4,102542.8,176395.3
1007625,110070242788,CHALMETTE REFINING LLC - CHALMETTE REFINERY,CHALMETTE,LA,70043,500 W ST BERNARD HWY,ST. BERNARD PARISH,29.96,-89.95,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1565594.1,1492093.8,1601075.1,1653272.5,1613607.9,1624283.0,1610679.2,1543348.1,1473867.2,1582620.4,1458248.1
1000217,110002225976,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",LAKE,MS,39092,2253 MUDLINE ROAD,SCOTT COUNTY,32.23,-89.37,562212,HH,Waste,55149.8,56371.3,51057.3,45958.3,19637.5,21423.8,20709.8,19347.8,25593.3,44056.7,41650.0
1002859,110071162497,CHANNELVIEW COMPLEX,CHANNELVIEW,TX,77530,8280 SHELDON RD.,HARRIS COUNTY,29.83,-95.11,325110,"C,MM-EXP,X","Chemicals,Petroleum Product Suppliers",2071439.8,2063078.9,2042675.8,1929213.2,1986893.7,2204921.8,2144938.1,2019905.9,2015860.8,1442708.9,1622556.3
1000394,110002097766,CHAPARRAL STEEL,PETERSBURG,VA,23803,25801 HOFHEIMER WAY,DINWIDDIE COUNTY,37.18,-77.45,331110,"C,Q",Metals,140044.6,110616.7,103783.2,63300.6,89295.7,80465.3,86465.1,87909.7,99081.8,99706.7,99422.0
1005344,110000459183,CHAPARRAL STEEL MIDLOTHIAN PLANT,MIDLOTHIAN,TX,76065,300 WARD ROAD,ELLIS COUNTY,32.46,-97.04,331110,"C,Q",Metals,272784.3,250633.4,261478.0,247221.0,211706.9,194681.3,220142.9,230974.1,204088.9,232393.5,233199.1
1005107,110001297908,CHARLES COUNTY LANDFILL,WALDORF,MD,20602,12305 Billingsley Road,CHARLES COUNTY,38.57,-76.88,562212,"C,HH",Waste,72609.9,68560.8,64892.9,81766.1,77743.0,73717.7,69615.7,60081.5,57728.1,54507.7,50662.4
1004491,110031209966,CHARLES M HINTON JR REGIONAL LANDFILL,ROWLETT,TX,75089,3175 ELM GROVE RD,DALLAS COUNTY,32.96,-96.53,562212,"C,HH",Waste,205602.3,196779.9,154582.6,164516.3,96693.0,190855.3,143036.6,140498.7,113698.5,51119.0,27675.0
1004099,110009995942,CHARLESTON COUNTY LANDFILL,CHARLESTON,SC,29414,1344 BEES FERRY ROAD,CHARLESTON COUNTY,32.82,-80.11,562212,HH,Waste,134528.5,128738.3,125800.5,123284.3,120814.0,118411.0,116718.5,114830.3,112699.0,110608.8,110000.0
1001909,110060459542,CHARLOTTE CO.BOARD OF CO.COMMISIONERS,PUNTA GORDA,FL,33955,29751 ZEMEL ROAD,CHARLOTTE COUNTY,26.79,-81.96,562212,"C,HH",Waste,129739.2,126093.6,114177.3,104141.7,105748.1,113508.8,219542.7,222837.7,356341.1,410993.9,409094.4
1004911,110000349267,CHARLOTTE PIPE & FOUNDRY CO,CHARLOTTE,NC,28208,1335 S. CLARKSON ST.,MECKLENBURG COUNTY,35.22,-80.86,331511,C,Metals,54530.7,48175.9,51051.3,54523.4,46063.4,42635.7,41859.2,40067.4,35893.5,34450.6,32461.8
1006901,110070081960,CHARTER STEEL,SAUKVILLE,WI,53080,1658 COLD SPRINGS ROAD,OZAUKEE COUNTY,43.40,-87.95,331110,"C,Q",Metals,148805.0,135068.7,134500.7,158457.8,156279.1,144108.1,146420.0,162857.7,125779.6,137715.6,149126.3
1003474,110000387402,CHARTER STEEL CLEVELAND *,CUYAHOGA HEIGHTS,OH,44125,4300 EAST 49TH STREET,CUYAHOGA COUNTY,41.44,-81.66,331110,"C,Q",Metals,143122.5,112768.5,123758.9,142342.6,126736.3,117498.1,155223.3,145501.6,128293.4,128043.8,115639.9
1007813,110034132686,CHASTANG SANITARY LANDFILL,MOUNT VERNON,AL,36560,17045 HIGHWAY 43,MOBILE COUNTY,31.05,-88.04,562212,HH,Waste,17206.5,18839.5,22035.5,17354.3,15408.3,12951.5,14699.3,16873.5,23262.8,29348.7,24495.6
1005650,110071160850,CHATHAM CMP STN,CHATHAM,LA,71226,"HWY 146, 2.12 MI NW OF_CHATHAM",JACKSON PARISH,32.31,-92.46,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,40425.0,59422.0,85799.1,56694.1,9370.6,18033.4,41260.8,12102.2,25405.9,,
1004973,110070081907,"CHATOM GAS PRODUCTION, TREATING, AND PROCESSING FACILITY",CHATOM,AL,36518,3204 HIGHWAY 56 West,WASHINGTON COUNTY,31.46,-88.40,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,10261.8,64989.6,48747.5,53605.1,53436.4,53936.4,42180.7,37448.1,34681.1
1003889,110034393378,CHEMOURS BEAUMONT WORKS INDUSTRIAL PARK,NEDERLAND,TX,77627,5470 N TWIN CITY HWY,JEFFERSON,30.01,-94.03,325192,TT,Waste,,,,,,,,1069.5,1133.5,1201.8,1273.8
1002618,110070624397,CHEMOURS CHAMBERS WORKS,DEEPWATER,NJ,08023,"67 Canal Road, PO Box 9001",SALEM COUNTY,39.68,-75.49,325199,"C,L,OO,TT","Chemicals,Industrial Gas Suppliers,Waste",50562.3,33849.5,46742.1,54258.7,92554.8,50211.8,655440.7,761651.1,1012023.5,869407.9,831665.6
1006145,110066825920,CHEMOURS COMPANY - FAYETTEVILLE WORKS,FAYETTEVILLE,NC,28306,22828 NC HIGHWAY 87 WEST,BLADEN COUNTY,34.83,-78.82,325120,"C,L,OO","Chemicals,Industrial Gas Suppliers",49966.3,55586.5,681145.8,553482.8,511699.3,619915.5,645558.9,497579.1,474980.2,398328.4,501502.4
1003041,110005985416,CHEMOURS DELISLE PLANT,PASS CHRISTIAN,MS,39571,7685 KILN DELISLE ROAD,HARRISON COUNTY,30.39,-89.31,325130,"C,EE",Chemicals,809374.2,599079.7,508701.7,660165.4,737532.0,879082.3,808264.0,860839.2,785321.6,657357.7,724831.6
1003890,110033151540,CHEMOURS EL DORADO,EL DORADO,AR,71730,322 SOUTHFIELD CUTOFF,UNION COUNTY,33.11,-92.68,325120,"C,L,OO","Chemicals,Industrial Gas Suppliers",84122.2,106400.4,68657.2,87005.2,70882.6,62364.6,69892.1,60162.9,61599.4,58091.2,61483.4
1004133,110000378494,CHEMOURS LOUISVILLE WORKS,LOUISVILLE,KY,40216,4200 CAMP GROUND ROAD,JEFFERSON COUNTY,38.21,-85.84,325120,"C,O,TT","Chemicals,Waste",2689861.8,2118699.0,3733242.4,3303458.6,5183990.1,2823970.8,4290551.2,5062227.8,4127983.3,3351195.8,6005571.4
1002176,110000586081,CHEMOURS WASHINGTON WORKS,WASHINGTON,WV,26181,8480 DUPONT ROAD,WOOD COUNTY,39.27,-81.66,325211,"C,L,O,OO","Chemicals,Industrial Gas Suppliers",592697.8,769333.9,859118.0,915244.6,559305.7,894294.8,919802.9,905408.7,905968.0,1025451.3,842837.4
